,State,City,Location,Address,Instructions,Accepting,Open packages?
1534,PA,pittsburgh,Shadyside Medical Center,"3689 Saxonburg Blvd
Pittsburgh, PA 15238",Drop off by the garage please.  ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1535,PA,pittsburgh,UPMC Magee-Women's Hospital - Anesthesia Department,"4840 Harrison St, Apartment 210
Pittsburgh, PA 15201","Residential address. FedEx, USPS, UPS. I was the recipient of a small bowel transplant in June of 2019 and am on immunosuppressants. During this time, I work as a nurse anesthetist in the OR, and we have not been given N95 masks.",N95s,Unsure
1536,PA,pittsburgh,UPMC Mercy,"1400 Locust St #2192
Pittsburgh, PA 15219","If mailed use above address.  If curbside, please contact Bryce Bernard at 412.944.3486 or 
brycebernard@icloud.com
 to coordinate someone meeting you","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns",Yes
1537,PA,pittsburgh,Vincentian Home,"111 Perrymont Rd
Pittsburgh, PA 15237",Please contact Nathan Doherty at 412-297-3347,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1538,PA,pottstown,Pottstown Hospital,"1600 E High St
Pottstown, PA 19464",At front desk,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Disinfecting wipes",Yes
1539,PA,prospect park,Aventura at Prospect ,"815 Chester Pike
Prospect Park, PA 19076",Drop off at reception desk,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1540,PA,reading,Fairlane Gardens Nursing and Rehab,"21 Fairlane Rd
Reading, PA 19606",21 Fairlane Road,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1541,PA,reading,Maxim Healthcare Services,"2211 Quarry Dr Suite E-58B
West Lawn, PA 19609",We have a team working within the office Monday-Friday 8am-5:30 pm. Please ring our doorbell and a team member will be available to assist.,"Surgical masks, Face shields, Gowns, Hand sanitizer",Yes
1542,PA,richboro,Richboro Rehabilitation and Nursing Center ,"253 Twining Ford Rd
Richboro, PA 18954",,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1543,PA,sayre,Guthrie Robert Packer Hospital,"1 Guthrie Square
Sayre, PA 18840",ATTN Shaylyn Beck LDRP,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1544,PA,seneca,Hope Pediatrics,"3512 Route 257
Seneca, PA 16346",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1545,PA,susquehanna,Family Health Clinic ,"401 Broad Ave
Susquehanna, PA 18847",Warren ,"N95s, Gloves, Hand sanitizer",Yes
1546,PA,trappe,Trappe Fire Co. EMS,"20 W. 5th Ave.
Trappe, PA 19426",Drop off at Front door and ring doorbell.,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1547,PA,washington,"Community Options, Inc. ","90 W Chestnut St #225
Washington, PA 15301",,"Surgical masks, Disposable booties, Safety goggles, Gowns",Yes
1548,PA,west chester,AFC Urgent Care,"510 E Gay St
West Chester, PA 19380",,"N95s, Face shields, Gowns",
1549,PA,west reading,Reading Hospital - Tower Health,"420 S 5th Ave
West Reading, PA 19611",Front desk Interventional Radiology,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1550,PA,wilkes barre,Geisinger Medical Center Wyoming Valley,"1000 E Mountain Blvd
Wilkes-Barre, PA 18711",Curbside procedure,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1551,PA,wyncote,AFC Urgent Care,"2401 W Cheltenham Ave
Wyncote, PA 19095","Please either call 732-616-3845 or send to: AFC Urgent Care, 2401 W Cheltenham Ave, Wyncote, PA 19095","N95s, Face shields, Gowns",Unsure
1552,PA,wynnewood,Lankenau Medical Center,"100 E Lancaster Ave
Wynnewood, PA 19096",,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1553,PA,wynnewood,"Main Line Ear, Nose, and Throat Doctors","100 East Lancaster Ave, Suite 650
Wynnewood, PA 19096","Bring to office, drop off outside","N95s, Face shields, Gowns",Yes
1554,PA,wynnewood,Main Line Health - Lankenau Hospital,"100 E Lancaster Ave
Wynnewood, PA 19096",Contact email address for specific instructions,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1555,PA,wynnewood,PM pediatrics,"260 East Lancaster Avenue
Wynnewood, PA 19096",open after 12:00pm,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1556,PA,york,Health Transport Partners Ambulance,"150 Farm Ln
York, PA 17402",https://healthtransport.net/contact-us/,"N95s, Face shields, Gowns",Yes
1557,PR,caguas,Hospital HIMA San Pablo Caguas,"100 Luis Munoz Marin Avenue
Caguas, 00725, Puerto Rico",Enter property on side/delivery entrance and report to Warehouse. ATTN: Heidi Rodriguez,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1558,PR,hato rey,Hospital del Maestro,"550 Calle Sergio Cuevas Bustamante
Esq. Ave Domenech
San Juan, PR 00918",Attn: Jorge Malave,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, N95 Niosh",Yes
1559,PR,san juan,San Jorge Children's and Women's Hospital,"6 Amatista St, Senderos de Montehiedra
San Juan, PR 00926",Contact Dr. Pedro Escobar at 216-501-2142. Used masks ok.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",Yes
1560,RI,bristol,Bristol Fire Department/EMA,"4 Annawamscutt Dr
Bristol, RI 02809",Main Entrance M-F 8 to 4,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1561,RI,east providence,RIH/ Hasbro/ Miriam Hospital,"179 2nd St
East Providence, RI 02914",Place on or under the rocking chair at the front door.,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1562,RI,east providence,Waterview Villa Nursing Home,"1275 S Broadway
East Providence, RI 02914",,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1563,RI,newport,Heatherwood Skilled Nursing,"398 Bellevue Ave
Newport, RI 02840",,"N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1564,RI,north providence,Our Lady of Fatima hospital ,"200 High Service Ave
North Providence, RI 02904",,N95s,Yes
1565,RI,providence,HopeHealth,"1085 N Main St
Providence, RI 02904","Items can be left at front door, contact is June Steele","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1566,RI,providence,Lifespan ,"Summit Ave
Providence, RI 02906",Lifespan.org,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1567,RI,providence,Rhode Island Hospital,"593 Eddy St
Providence, RI 02903","Contact- 
supplychaininfo@lifespan.org","N95s, Surgical masks, Face shields, Gloves",
1568,RI,providence,Summit Commons,"99 Hillside Ave
Providence, RI 02906","Drop off in between double doors, ring buzzer","N95s, Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1569,RI,providence,Whitmarsh House ,"1055 N Main St
Providence, RI 02904",Att: Laura Hay (leave at back door) ,"N95s, Gloves, Hand sanitizer, Disinfecting wipes, Toilet Paper ",Yes
1570,RI,providence,Women & Infants Hospital,"101 Dudley St
Providence, RI 02905",Pick up/Drop off,N95s,Unsure
1571,RI,warwick,Community Provider Network RI,"110 Jefferson Blvd, Suite A
Warwick, RI 02888",Call 401-684-4694,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Biohazard bags",No
1572,RI,westerly,PACE of RI,"5 Union St
Westerly, RI 02891",Doors open M-W-F,"N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1573,SC,anderson,AnMed Health,"800 N Fant St
Anderson, SC 29621",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Thermometers",Yes
1574,SC,bluffton,Hospice Care of the Lowcountry ,"7 Plantation Park Dr, Unit 4
Bluffton, SC 29910",,"N95s, Surgical masks, Face shields, Hand sanitizer, Disinfecting wipes",Yes
1575,SC,charleston,Medical University of South Carolina,"4295 Arco Lane
Charleston, SC 29418",,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",unsure
1576,SC,columbia,Cooper Dentistry ,"1415 Pine St
Columbia, SC 29204",,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Hand sanitizer",No
1577,SC,conway,Lighthouse Behavioral Health Hospital ,"152 Waccamaw Medical Park Dr
Conway, SC 29526",Front door only,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Cleaning supplies",Yes
1578,SC,moncks corner,Berkeley Citizens ,"1301 Old Highway 52 South
Moncks Corner, SC 29461",1301 Old Highway 52 South,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1579,SC,rock hill,Broken To Better Urgent Care,"735 Cherry Rd #3121
Rock Hill, SC 29732",Mail or drive and pick up.,"N95s, Surgical masks, Face shields, Gloves",Unsure
1580,SC,summerville,SCDDSN Coastal Center,"9995 Miles Jamison Rd
Summerville, SC 29485",Drop off at Switchboard,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1581,SC,walterboro,Rearden Internal Medicine and Geriatrics LLC,"121 S Jefferies Blvd
Walterboro, SC 29488",121 S Jefferies Blvd,"N95s, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1582,SD,madison,Bethel Lutheran Home ,"1001 Egan Ave S
Madison, SD 57042",1001 S Egan Ave,"Surgical masks, Hand sanitizer, Disinfecting wipes",No
1583,TN,chattanooga,Erlanger Express Care,"1635 Gunbarrel Rd Suite 110
 Chattanooga, TN 37421",,"N95s, Surgical masks",Unsure
1584,TN,clarksville,Dixie Vital Care Infusion Clinic,"311 Landrum Pl
Clarksville, TN 37043","311 Landrum Place
Suite 600","N95s, Surgical masks, Disposable booties, Gowns, Hand sanitizer, Disinfecting wipes",No
1585,TN,cordova,Mid-South Urgent Care,"1204 N Houston Levee Rd #115
Cordova, TN 38018",Drop off or mail,"N95s, Surgical masks, Gloves, Gowns, size small nitrile gloves",Unsure
1586,TN,covington,Armour Family Medicine,"728 W Sherrod Ave
Covington, TN 38019",,"N95s, Face shields, Gowns",Unsure
1587,TN,dayton,Rhea Medical Center,"9400 Rhea County Hwy
Dayton, TN 37321",Unused masks only. Mail to Attn: Mark Pollard. Possible to pick it up depending on location. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",Unsure
1588,TN,dickson,Horizon Medical Center,"111 Hwy 70 
Dickson, TN 37055",Mailing address ,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes
1589,TN,dickson,Speight Family Medical ,"403 Henslee Dr
Dickson, TN 37055",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1590,TN,franklin,American Health Communities,"201 Jordan Rd #200
Franklin, TN 37067",This is our corporate office; please put Attn: Brad Brandt,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1591,TN,franklin,Comfort Keepers InHome Care for the Elderly ,"6300 Tower Circle
Franklin, TN 37067",Attn: Tricia McConnell. Please call 614-787-5100 so I can arrange to meet you.,"N95s, Surgical masks, Gloves, Gowns",Yes
1592,TN,franklin,Physicians Urgent Care,"155 Covey Dr #100
Franklin, TN 37067",,Surgical masks,
1593,TN,germantown,Methodist Le Bonheur Germantown Hospital,"7691 Poplar Ave
Germantown, TN 38138",,"N95s, Surgical masks, Face shields, Gowns, Thermometers",Yes
1594,TN,hendersonville,NHC HomeCare Hendersonville,"112 Saundersville Rd
Hendersonville, TN 37075",,"N95s, Surgical masks, Face shields, Safety goggles, Gloves",Yes
1595,TN,johnson city,Anesthesia & Pain Consultants,"1009 Lark St #2
Johnson City, TN 37604","Contact David Runge 
davidrungecrna@gmail.com
 or 423-788-4339","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1596,TN,linden,Perry Community Hospital ,"2718 Squirrel Hollow Dr
Linden, TN 37096",ER staff will accept,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Desperately need floor Disinfectant ",Yes
1597,TN,maryville,Blount Memorial Hospital,"907 E Lamar Alexander Pkwy
Maryville, TN 37804",attn. JAKE GRAVES,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1598,TN,memphis,Methodist North Hospital,"3960 New Covington Pike
Memphis, TN 38128",,"N95s, Surgical masks, Gowns",Yes
1599,TN,memphis,Methodist University Hospital,"221 N Claybrook St
Memphis, TN 38104",This is the dock for the main Hospital - main entrance is 1265 Union Ave.  ,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1600,TN,nashville,Amed Family Clinic,"​4536 Nolensville Pike, Suite F
Nashville, TN 37211","Drop off, mail, call us directly at 615-454-6986 or email 
info@amedfamilyclinic.com","N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1601,TN,nashville,"John Shaw, MD","1916 Patterson St #300
Nashville, TN 37203",call office at 615-915-2206,"N95s, Surgical masks, Face shields, Disinfecting wipes",Yes
1602,TN,nashville,SunCrest Home Health,"3443 Dickerson Pike Suite 390
Nashville, TN 37207","Drop off, pickup also available","N95s, Surgical masks, Gloves",Unsure
1603,TN,nashville,Vanderbilt University Medical Center,"1215 21st Ave S
Nashville, TN 37232","Attn: Seth Davis MD, Medical Center East – South Tower, Suite 7209
","N95s, Surgical masks, Face shields",Yes
1604,TN,nashville,Vanderbilt University Medical Center,"1211 Medical Center Drive
Nashville, TN 37232",,"N95s, Surgical masks, Gowns",Unsure
1605,TN,ripley,Ripley Medical Clinic,"202 Tucker Ave
Ripley, TN 38063",Attn:Cynthia,"N95s, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1606,TN,union city,Fast Pace Health,"1705 W Reelfoot Ave
Union City, TN 38261",Call 7315991102 for Parking lot or mail ,"N95s, Face shields, Gloves, Gowns",No
1607,TN,union city,Terrell Clinic,"701 E Reelfoot Ave #100
Union City, TN 38261",,N95s,Unsure
1608,TX,abilene,Kinder Hearts Home Health and Hospice,"842 N Mockingbird Ln
Abilene, TX 79603",Please call 325-672-6135 and curbside procedures will take place.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Disposable rain coats",Yes
1609,TX,alvin,Affinity Urgent Care,"3128 Hwy 35
Alvin, TX 77511","You may come inside and drop off at the front desk if you like, but you may also drop at the door and call 281-886-8964 to let us know about the drop off.  You can also mail it to us, attn Dani Kennedy","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, we are an urgent care with daily exposure to covid 19.  We have zero N95, and very few surgical masks.  Gloves, wipes and sanitizer are all on allocation from our supplier.  Anything you can donate is helpful.",Yes
1610,TX,amarillo,Community Options Inc,"7470 Golden Pond Place Suite 100
Amarillo, TX 79121",,"N95s, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1611,TX,arlington,Medical City Arlington Emergency Room,"3001 Matlock Rd
Arlington, TX 76014",Drop off at the Emergency Department front desk ,"N95s, Face shields, Gowns",No
1612,TX,arlington,"Medical City Arlington, Neurotrauma ICU","3301 Matlock Rd
Arlington, TX 76015",ATTN: Deliver to NEUROTRAUMA ICU unit,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes",Yes
1613,TX,arlington,Millwood Hospital,"1011 N Cooper St
Arlington, TX 76011",Attn: Raymond Wieck,"N95s, Surgical masks, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
1614,TX,arlington,OnPointe Arlington,"800 W Randol Mill Rd 6th floor
Arlington, TX 76012",Please call to coordinate drop off in parking lot- 682-276-8700,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",If unopened we'll take it!
1615,TX,arlington,Urgent Care for Kids,"6109 S Cooper St
Arlington, TX 76001",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1616,TX,austin,Austin Oaks Hospital,"1407 W Stassney Ln
Austin, TX 78745",Call 512-745-1492 the supervisor will pick it up curbside ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1617,TX,austin,Brush Country Nursing and Rehab,"6500 Brush Country Rd
Austin, TX 78749",Drop off to the front door. Please and thank you!,"N95s, Surgical masks, Safety goggles, Hand sanitizer, Disinfecting wipes, Thermometers",No
1618,TX,austin,Central Texas Community Health Centers,"2115 Kramer Ln #100
Austin, TX 78758","CommUnityCare Central Central Warehouse, Tiahra Kellar","N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Thermometer covers",Yes
1619,TX,austin,Community Options Inc.,"12731 Research Blvd
Unit C300
Austin, TX 78759","Community Options Inc 
Attn: Greg Thoennes 
12731 Research Blvd
Unit C300
Austin, TX 78759
Phn: 512-595-1402

Please call 512-595-1402 for questions. We provide residential services for people with Developmental disabilities. Many of these individuals have pre-exisiting conditions that make them vulnerable to COVID-19. We provide 24 hour rotating staff 7 days a week to make sure they stay safe and healthy. We are requesting any PPE items that we can have on hand to help keep our wonderful staff and residents safe!","N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1620,TX,austin,D&S Community Services,"6800 West Gate Blvd #102
Austin, TX 78745","Ring door bell, someone will pick up from outside. Or mail. ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, We have 4 boxes of surgical masks only. Cannot get ANY from our vendors",Yes
1621,TX,austin,Hospital Internists of Texas,"7000 North Mopac Expressway
Austin, TX 78731",There is a dropoff box in the lobby on the Mopac service drive side of Plaza 7000 building. Don't park in a spot - just pull into the dropoff circle and the box is inside the door. If you have donation too large for the box there is instructions who to call.,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
1622,TX,beeville,Christus Spohn Beeville,"1500 E Houston St
Beeville, TX 78102",Attn: Med Surg Pedi,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Disinfecting wipes",Yes
1623,TX,bryan,Bryan Fire Department,"414 Lawrence St
Bryan, TX 77801",In front of bay door by flag pole,"N95s, Disposable booties, Gowns",Yes
1624,TX,carrollton,Carrollton Regional Medical Center,"4343 N Josey Lane
Carrollton, TX 75010",To Emergency Department,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1625,TX,carrollton,Carrolton Regional Medical Center,"4343 N. Josey Lane
Carrollton, TX 75010","Attn: Mary Lau/Angie Marshall 
4343 N. Josey Lane
Carrollton, TX 75010 ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles",Yes
1626,TX,cedar park,Urgent Care for Kids,"905 E Whitestone Blvd, Suite B
Cedar Park, TX 78613",ATTN:  Dr. Kristi Whitenton,"Surgical masks, Gloves, Gowns",Yes
1627,TX,cedar park,Urgent Care for Kids,"905 E Whitestone Blvd
Cedar Park, TX 78613",Clinic Manager,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1628,TX,college station,Baylor Scott and White (ER),"700 Scott and White Dr
College Station, TX 77845",Dropoff at EMS doors,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Hand sanitizer",Not sure but can’t imagine not
1629,TX,conroe,Brightpointe at Rivershire,"604 Conroe Medical Dr
Conroe, TX 77304",Please call to coordinate drop off in the parking lot- 936-494-6600,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes if unused!
1630,TX,conroe,Lone Star Family Health Center,"605 S, Conroe Medical Dr
Conroe, TX 77304",Curbside drop at building entrance. Staff are stationed outside. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1631,TX,corpus christi,"Community Options, Inc. Corpus Christi","700 Everhart Rd. Ste. H1
Corpus Christi, TX 78411",Please mail ATTN: Executive Director ,"N95s, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1632,TX,dallas,Baylor University Medical Center,"Wadley Tower
3600 Gaston Ave #656, Dallas, TX 75246","Please bring to 5th floor of the Wadley building & ring doorbell, or call (214) 800-7974 to ask office manager to pick up from you on ground level. ","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1633,TX,dallas,Clements University Hospital (UT Southwestern Medical Center) ,"6201 Harry Hines Blvd
Dallas, TX 75235","Drop off at main hospital entrance. Contact info: 
giving@utsouthwestern.edu
 ","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
1634,TX,dallas,Community Options - Dallas,"8604 Greenville Ave #100
Dallas, TX 75243",Curbside drop off ,"N95s, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1635,TX,dallas,Dallas VA Medical Center,"4500 S Lancaster Rd
Dallas, TX 75216","Main entrance drop off. Can also contact 
giving@utsouthwestern.edu","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer",Yes
1636,TX,dallas,Digestive Health Associates of Texas,"3417 Gaston Ave Ste. 790
Dallas, TX 75246",Contact: Sarita Gayle.  Call me at 5127969916 if delivery does not want to come in building,"N95s, Surgical masks, Face shields, Disinfecting wipes",Yes
1637,TX,dallas,ER Near Me,"15240 Dallas Pkwy
Dallas, TX 75248",Call 214-566-6871 to arrange for drop off ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1638,TX,dallas,Integrative Emergency Healthcare,"4835 Lyndon B Johnson Fwy #900
Dallas, TX 75244",Mailing Address ,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes
1639,TX,dallas,Methodist Charlton ,"3500 W Wheatland Rd
Dallas, TX 75237",Come to the ER entrance,"N95s, Face shields, Disposable booties, Safety goggles, Hand sanitizer, Thermometers",Yes
1640,TX,dallas,OnPointe Dallas,"8200 Walnut Hill Lane Main 5
Dallas, TX 75231",Please call to coordinate drop off in parking lot: 214-345-7500,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes if unused!
1641,TX,dallas,Parkland Hospital,"5200 Harry Hines Blvd
Dallas, TX 75235","Drop off at main entrance. Contact info: 
giving@utsouthwestern.edu","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
1642,TX,dallas,Parkland Hospital,"5223 Tex Oak Ave
Dallas, TX 75235",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1643,TX,dallas,Sinai Urgent Care,"18101 Preston Rd. Suite 201
Dallas, TX 75252",Mail delivery or pickup works (details unclear),"N95s, Safety goggles, Gowns, GOWNS ARE TOP PRIORITY",Unsure
1644,TX,dallas,Urgent Care for Kids,"11661 Preston Rd Suite 120
Dallas, TX 75230",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1645,TX,denton,Mayhill Hospital,"2809 S Mayhill Rd
Denton, TX 76208",Drop off at front reception desk.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1646,TX,double oak,Rapid Med Urgent Care,"8501 FM 407
Highland Village, TX 75077",,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer",Yes
1647,TX,eden,Concho County Hospital,"614 Eaker St
Eden, TX 76837",614 Eaker St,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1648,TX,el paso,Annunciation House,"815 Myrtle Ave
El Paso, TX 79901","Attention: Ruben Garcia
Casa Teresa
815 Myrtle Avenue
El Paso, TX 79901","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, sanitizing gels and sprays",Yes
1649,TX,el paso,Community Options Inc,"2525 E Missouri Ave
El Paso, TX 79903",Mailing Address or we pick up,"N95s, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1650,TX,floresville,Wilson County Jail Medical Department,"800 10th St
Floresville, TX 78114",ATTN: Medical,"N95s, Surgical masks, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1651,TX,flower mound,Flower Mound Family Physicians,"2609 Sagebrush Dr Ste 101
Flower Mound, TX 75028",Deliver to office or through the mail,"N95s, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Unsure
1652,TX,flower mound,Texas Health Presbyterian Hospital of Flower Mound,"4400 Long Prairie Rd
Flower Mound, TX 75028",Call 469-322-7609 days ahead to arrange dropoff at front entrance,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, handmake masks",Yes
1653,TX,fort worth,Urgent Care for Kids,"3400 Texas Sage Trail
Fort Worth, TX 76177",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1654,TX,fort worth,Urgent Care for Kids,"3000 S Hulen St #180
Fort Worth, TX 76109",Office Manager,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1655,TX,frisco,Frisco Internal Medicine,"3880 Parkwood Blvd STE 304
Frisco, TX 75034","Frisco Internal Medicine
3880 Parkwood Boulevard, Suite 304
Frisco, TX 75034","N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
